shipping_date,delivery_date,shipping_num,customer_id_invoice,shipping_weight
2/14/2024,2/16/2024,5a2bm0Px2SjXj,k - 331222,24.37138794
4/12/2024,4/16/2024,kC5niOY90Kkug,k - 338876,32.53880736
11/17/2024,11/20/2024,RhIE3ErNQXgUu,h - 384480,18.4002826
11/1/2024,11/4/2024,Czn1RPdwubSrU,i - 380040,42.81640364
6/26/2024,6/30/2024,KiniKa6Dvv7Kb,l - 354790,40.59791302
7/11/2024,7/15/2024,euROqWjF4WOCb,e - 357353,29.39434584
7/11/2024,7/14/2024,rOvGHCPDOF1tL,e - 357023,22.14776209
1/16/2024,1/19/2024,j3HlIlgwtjXQg,d - 327213,33.59804658
2/23/2024,2/26/2024,Qk5gjks4nnH8v,k - 332005,30.9730829
1/14/2024,1/17/2024,T5IOlGxK9qIaB,l - 326573,20.95643177
4/8/2024,4/10/2024,5rOMwvjHopax6,b - 338447,39.04123325
5/18/2024,5/21/2024,F8Ksf4qD7Rbil,c - 346263,24.44206195
12/6/2024,12/9/2024,mjkzfucFK73Qe,g - 390112,25.14318023
3/13/2024,3/15/2024,paVIUYsy7gPgf,j - 334441,34.54133213
11/30/2024,12/3/2024,2JrsUJeqpJ9EM,b - 388329,16.03189352
8/23/2024,8/27/2024,xgpBDm8vMPCxk,k - 365892,32.77212059
10/3/2024,10/5/2024,G9kQXefqE5yhx,m - 374026,31.1726494
12/20/2024,12/24/2024,fqQLgecBcZbdE,d - 396643,16.83818869
11/28/2024,12/1/2024,QGbWcfuNV7tSg,g - 387960,26.52694824
7/18/2024,7/21/2024,N84SxgVA5Lkoz,i - 358931,38.15065104
9/9/2024,9/11/2024,9edFD8XP7HDbs,h - 369334,20.29399281
11/19/2024,11/22/2024,ythhHn6RwfWTu,e - 385234,32.68627429
11/12/2024,11/16/2024,uPx4IPaidwGRo,d - 383192,40.44315002
8/10/2024,8/15/2024,TkfCSM2abctJs,c - 363388,17.53751037
9/12/2024,9/17/2024,t5hLqitsAZvOM,f - 370305,51.60603518
9/8/2024,9/11/2024,7eCxvYMAZnfT3,l - 369442,37.60374335
11/14/2024,11/19/2024,LAnjAXNFAV2rv,g - 383256,31.37418843
12/5/2024,12/9/2024,ocH0eep0kzcny,h - 390068,17.21238318
6/26/2024,6/30/2024,IBaqQwOQv5sdu,d - 354728,48.20385099
11/17/2024,11/20/2024,s1dSXWJVMx17o,j - 384712,27.53126956
11/16/2024,11/20/2024,AAZGg4EwLWkUt,i - 383978,20.96412997
12/28/2024,12/31/2024,Rfn0lGdbAQRlp,e - 399309,36.17181941
7/6/2024,7/11/2024,d43ZHPBVBQXJA,a - 356145,14.68068798
10/12/2024,10/16/2024,BlWadexEPO2la,c - 376464,21.93275581
5/2/2024,5/7/2024,HuUrqffoRG8uL,g - 343473,16.16055057
10/16/2024,10/19/2024,sV9FdzZY289on,h - 376734,31.86877893
4/1/2024,4/6/2024,o2nSfSdcxl5qA,h - 337308,15.87788244
5/4/2024,5/9/2024,4YJFxa3Ocjdmg,f - 343786,31.22424622
7/25/2024,7/29/2024,ojgLFDQwiHruX,m - 360486,13.96347519
4/25/2024,4/28/2024,kzzR32jaDKUzP,b - 341893,24.04228374
8/29/2024,9/2/2024,xgjvukzbDtFEk,b - 367330,35.98799177
9/9/2024,9/14/2024,Ig4NfNZl5vPf0,d - 369743,20.82207495
11/16/2024,11/20/2024,dU6GsDLF7CmRF,m - 384405,36.02340696
6/17/2024,6/20/2024,XqPQiNp27hvpV,k - 352469,29.82439817
8/1/2024,8/6/2024,kLx7eViZ6AFot,h - 361440,35.85288763
12/24/2024,12/27/2024,GdeepXdJCr1GC,d - 397266,44.62377388
4/26/2024,4/28/2024,9XQpvt4ZKmYtM,c - 341743,29.64124206
10/20/2024,10/24/2024,PVSIsYGfn2DE2,a - 377937,37.38058789
5/30/2024,6/2/2024,oXitIsntqXHuF,i - 349327,36.86695606
4/20/2024,4/24/2024,Pi6w0NZomBK2G,g - 340567,30.9989105
1/18/2024,1/23/2024,L0EpCsX6M0rTb,b - 327022,32.45773907
12/7/2024,12/9/2024,ReAxA66jXcw67,l - 389918,34.91623374
9/26/2024,9/30/2024,TXNGFEY1C8mzp,l - 373440,29.21928407
7/19/2024,7/23/2024,WrmZ0vZlI433o,k - 359740,47.48831693
9/18/2024,9/21/2024,89a3kpHO7MQJV,e - 371793,11.99957426
5/8/2024,5/10/2024,yeWNaWxXZkw5J,g - 344406,25.05270981
10/5/2024,10/9/2024,6DadMnhkxmOlM,c - 374527,41.43401361
5/10/2024,5/13/2024,yvJdg7D5umAu8,l - 344927,36.67897601
4/20/2024,4/22/2024,UfrzFehBMihDm,e - 341177,36.3522587
11/26/2024,11/30/2024,bI1qbcKSifTMR,i - 386834,22.27487939
11/8/2024,11/11/2024,1Mp55pX7OFNaV,g - 382814,33.14659374
5/9/2024,5/14/2024,TEjwRNh4SDIfH,m - 344919,24.22192168
4/24/2024,4/29/2024,QC2AmMruSdb7k,j - 341720,50.96900134
12/14/2024,12/17/2024,V3edd8Xl34YAm,i - 393699,25.81287993
5/24/2024,5/27/2024,YQBTJLbfQ5Z7D,d - 347307,16.43931353
8/16/2024,8/18/2024,e8A0M36hu9gLk,a - 364563,19.54793451
6/28/2024,7/1/2024,CHyUavRrksx4U,k - 355427,48.5610458
3/29/2024,4/1/2024,4BuNulPdmjwNo,l - 336597,36.87949615
7/24/2024,7/26/2024,vtPsYpCcXIQsT,a - 359999,22.56033838
8/14/2024,8/17/2024,Mar2tYGCMAit2,f - 364818,27.2780738
9/12/2024,9/17/2024,vKeeN5OcgVb0Y,a - 369603,25.54660959
10/10/2024,10/14/2024,nWxnDlU9jOT9X,e - 375486,22.92484847
2/12/2024,2/14/2024,J95vBKtSyTh6f,b - 330801,23.41218062
3/16/2024,3/20/2024,Bl2L73nv6V9DR,g - 335124,33.46471674
10/23/2024,10/25/2024,7cT0bdhs6LvkF,h - 378803,33.74484535
3/29/2024,4/2/2024,MIDhHoCOypk8r,d - 337017,25.35732791
3/22/2024,3/26/2024,BNm87FsRdBg3k,d - 335816,27.72589777
4/23/2024,4/25/2024,7fJtCfVGxzdBW,h - 341307,29.34901495
10/25/2024,10/27/2024,pbymq9d721A1A,e - 379105,29.52632218
7/31/2024,8/3/2024,YWQQ7qVcgpiki,f - 361172,50.50381607
10/24/2024,10/27/2024,zcSQogYEF7z49,i - 378009,12.62553785
2/15/2024,2/20/2024,stFw7LmEWysmQ,k - 330868,38.5936257
4/8/2024,4/12/2024,1VzTK2zTvrNKT,d - 338691,14.40870722
9/1/2024,9/3/2024,bWk1uaM1W8ir0,l - 368052,33.94905035
4/23/2024,4/26/2024,qaaBk5qYRRJSK,h - 341723,15.88600967
9/28/2024,10/3/2024,8IdU1N1JxUp9E,j - 373235,35.98808511
12/5/2024,12/9/2024,Rzw75hOwUXfz9,a - 390710,21.66656857
3/30/2024,4/3/2024,wBMbZV1GquNi9,l - 336626,48.753853
7/4/2024,7/8/2024,G5nzhvUu7Svty,c - 355916,24.19311194
11/6/2024,11/9/2024,xlLul7JFNZzMQ,i - 381055,25.87265503
12/1/2024,12/5/2024,Xp1recBHmLf32,e - 388334,13.78372783
6/17/2024,6/21/2024,dgRGbd6UIZq73,k - 352443,20.7530641
12/15/2024,12/19/2024,QnV6c7mlUgZt4,k - 393220,39.06619055
9/26/2024,9/29/2024,SeMbwKUzpRnM2,m - 372552,26.8524096
10/7/2024,10/12/2024,U0GMeLb7JUDJI,m - 375154,31.34865375
12/17/2024,12/19/2024,WSsVfcTfEGbCE,a - 394315,52.93066501
12/4/2024,12/7/2024,m61yWnaHuS9AV,c - 389952,33.78098508
6/2/2024,6/5/2024,A5xTHte1oxgeW,c - 349395,23.31948785
5/10/2024,5/13/2024,qQmEGUzKUYmKV,h - 344515,28.89632448
4/4/2024,4/7/2024,t2HeVauyWRhV3,a - 337253,14.38493926
11/10/2024,11/13/2024,e3u3AxhuIqTtF,l - 382223,23.48650651
6/20/2024,6/23/2024,iehsJZjjsrZXK,a - 353319,26.08918773
6/16/2024,6/18/2024,gw2A5pR0olYRk,i - 352476,26.93100496
8/26/2024,8/29/2024,jnkrZpM6j6ETn,a - 366720,39.86362034
12/14/2024,12/18/2024,3b11KgEPjY4Cr,a - 393383,33.8867329
11/5/2024,11/9/2024,OR0mjtpT2NnO3,k - 381577,31.70528377
1/18/2024,1/22/2024,bnLHaQZiCEo2Y,e - 327416,35.14762696
3/5/2024,3/9/2024,lnHAaqbM8zIqy,j - 333610,41.96429608
4/22/2024,4/24/2024,1TmnM85ONNaNe,h - 341501,15.01008138
7/16/2024,7/19/2024,aK8cgAdVcvnB9,k - 358509,26.68689725
10/15/2024,10/17/2024,puFCFis7d3IHB,d - 377065,16.43611413
11/1/2024,11/5/2024,UOIwuRYfH0cEh,h - 380601,31.95116305
9/2/2024,9/7/2024,HJePVOMJU1a67,d - 368125,27.00697242
11/29/2024,12/2/2024,gZz4wGL2uuS2c,f - 387646,40.13193764
8/7/2024,8/10/2024,AyspYaEVXyWcO,m - 362840,27.99723729
8/24/2024,8/29/2024,pOhdDf1qxF1g1,l - 366698,21.89319536
11/27/2024,11/30/2024,cSlDiQR6Ccr8z,e - 387745,23.08697409
6/27/2024,6/30/2024,knDxlMEjfxlYF,e - 354939,25.21851328
5/7/2024,5/12/2024,hCq7P8jb3mcxd,a - 344571,37.66642684
2/7/2024,2/10/2024,jFz6MCNtL5BJo,d - 330041,25.19500938
12/10/2024,12/12/2024,OsHOihfpx7ehv,e - 392326,30.63635164
8/23/2024,8/27/2024,h1GHLLHCTQhEb,g - 365696,21.28263215
9/25/2024,9/27/2024,4QvortIbrjeBb,l - 373153,22.42115102
7/12/2024,7/16/2024,fUWvGbGqVbBEH,g - 357466,23.59623218
4/26/2024,4/28/2024,ofpmoH2WnLGHs,c - 342546,12.19695808
9/24/2024,9/28/2024,svBjpIow5apN4,h - 372811,33.56890929
4/27/2024,5/2/2024,3l2tYgUUb6vzB,c - 342342,24.00545416
4/30/2024,5/3/2024,henkQ9dlzIx5I,a - 343248,15.4382639
5/9/2024,5/12/2024,zmMAyseSQrdOG,l - 344385,27.48923704
1/16/2024,1/19/2024,xtTAEsoJfhFPb,c - 326800,44.53234387
9/13/2024,9/17/2024,Lc0L7X1IHemel,a - 370448,29.23004636
5/28/2024,5/30/2024,XHYlFXG82Wj3I,j - 348689,29.22963129
10/12/2024,10/15/2024,oBEtqCpe2u6LA,l - 376164,21.65936284
5/21/2024,5/23/2024,ujfm5UeexkNwj,i - 347498,42.69303179
10/17/2024,10/21/2024,uOz0fUJSLPu6E,f - 377614,28.09609143
7/18/2024,7/22/2024,Yce53IVBfBgue,g - 359071,28.94387735
1/11/2024,1/15/2024,d60pazdwapWw2,a - 326237,29.22158332
6/20/2024,6/23/2024,Kb6tjFEGTqsQ6,c - 352833,35.47156618
11/10/2024,11/14/2024,IUojjHmTRvyxf,g - 382392,31.2357482
1/20/2024,1/22/2024,hf2az9Pdvqmsq,m - 327602,15.8631675
9/26/2024,9/30/2024,MlZL9Dv2LgIMz,m - 372379,33.19256412
7/4/2024,7/7/2024,qvgN9hgAo5xaK,i - 356213,28.90950282
3/30/2024,4/1/2024,RFEE2ZKZwYDiS,g - 336613,29.37782887
10/16/2024,10/18/2024,c9voNO54uOvxV,k - 376626,25.2992052
7/17/2024,7/22/2024,gwCo7oVpF2LQe,k - 358846,39.48195544
1/7/2024,1/12/2024,2me9H5LOtOKie,l - 325851,46.52636213
7/24/2024,7/28/2024,wevJo81mnCURS,g - 360085,46.46769232
7/5/2024,7/8/2024,YJD9kOJBYFBy8,h - 356603,26.22042533
10/24/2024,10/26/2024,PfbRaEFlCeRdN,b - 378384,28.41966096
11/16/2024,11/20/2024,hfV81o9kA19oX,a - 384652,28.5691102
5/20/2024,5/24/2024,pNuoppC1iPDla,g - 346781,30.09622469
11/13/2024,11/17/2024,n6EEG49eVkxxl,i - 383507,39.97081202
9/9/2024,9/12/2024,8onmZjRrCKe20,g - 369322,34.55453318
11/2/2024,11/5/2024,0SserYvKDxSxQ,b - 380743,47.50078739
7/14/2024,7/19/2024,ZeCKxAsJAlK7u,g - 357989,17.36437516
8/3/2024,8/8/2024,A62VKVm6qnk1D,d - 362368,24.65499477
7/26/2024,7/29/2024,owKplJ0uWM5Yh,f - 360690,31.05216698
3/17/2024,3/20/2024,k7WU85Tql0g6G,l - 334830,37.75767162
2/18/2024,2/22/2024,pVWI5VStHlt8E,i - 331478,34.32355675
3/21/2024,3/23/2024,2MWewUtmNcsCM,l - 335800,21.67704756
9/27/2024,9/30/2024,PXNrdUEGKKSMD,c - 373101,42.5597038
12/2/2024,12/7/2024,yrzqdLgBKC2tm,k - 388689,36.36043128
2/15/2024,2/19/2024,Yf6doQxHC8AoD,d - 331197,32.18702669
6/9/2024,6/12/2024,NicnEfaHik2W9,a - 350679,35.4297546
12/19/2024,12/23/2024,VdhQRgJIeXsPH,i - 395662,43.9417001
12/19/2024,12/23/2024,RziUNCRVxmeId,k - 395536,43.15145895
12/27/2024,12/30/2024,9pbrrxRld8BtK,e - 398207,28.618767
5/7/2024,5/10/2024,uZ4AAAhBhgglF,a - 344381,34.6895255
3/2/2024,3/5/2024,kDsYEyDKoUPr5,j - 333021,50.99530901
1/11/2024,1/14/2024,Fi9XwPpmdh4pe,g - 326266,16.39497766
7/29/2024,8/1/2024,dCwbpSIkrcP9h,c - 361023,21.72877648
12/19/2024,12/24/2024,HIsYbaD2tMpty,b - 395343,17.73022997
2/7/2024,2/10/2024,oFHWarfQjjNFk,l - 329717,44.39022129
6/14/2024,6/16/2024,egHqgr1xtab1b,i - 352018,42.92228077
9/3/2024,9/8/2024,bo9ViLAMPVTnM,l - 368629,22.3672868
9/22/2024,9/26/2024,jOsEGvjFdDqv8,b - 371843,29.16948103
7/16/2024,7/19/2024,EHyK21Azi0Ovn,f - 358738,23.739526
5/26/2024,5/31/2024,M7PBfDxJgJFlx,k - 348199,31.82622061
2/9/2024,2/12/2024,mVKIqaBcbkK0X,k - 329965,21.6914492
3/26/2024,3/29/2024,60oV2ywRtJdxO,c - 336102,22.67739039
11/22/2024,11/25/2024,eMuN6fAb3veRm,a - 386532,22.48869359
10/7/2024,10/10/2024,v0A3PLJSvYvID,b - 375015,28.44231228
11/23/2024,11/26/2024,3kvl4YAnuITFo,c - 385863,34.55555715
8/11/2024,8/14/2024,nrcSkZjI1uWft,g - 363589,55.03964853
5/20/2024,5/25/2024,ymPNwSIHWFJUs,a - 347100,21.82779469
7/14/2024,7/16/2024,8OhHOFRKzzdEP,c - 358188,18.21687922
4/27/2024,4/30/2024,wYaWuzSqBFLYV,i - 342710,28.58965032
2/13/2024,2/16/2024,bzrVA0OMJ0EKH,c - 330690,27.91199669
9/27/2024,9/29/2024,BiT7xVntNizYa,h - 373312,39.76537405
9/11/2024,9/14/2024,sEQdjvnnJo3bN,i - 370171,28.91083598
12/18/2024,12/21/2024,aedhDwYydMrR0,h - 394116,28.3258696
6/2/2024,6/6/2024,wY0jiwlsnasUc,g - 349289,24.5862841
4/24/2024,4/27/2024,UZ4h7h5FcDdCY,e - 341678,28.88206794
12/29/2024,12/31/2024,hIFJBM6Ojz666,j - 398656,44.26425607
5/25/2024,5/29/2024,V6IBEzn5WW4eq,a - 348186,36.91286886
11/21/2024,11/24/2024,PD9U1ttlE3oaH,a - 385009,14.44582769
2/19/2024,2/24/2024,a4kDFOctkIYrf,m - 331680,11.40007496
12/28/2024,12/31/2024,ms9NsB51M9wgy,l - 399048,20.84825468
2/28/2024,3/2/2024,BeWPgBoJq008o,i - 333044,43.1086038
5/16/2024,5/18/2024,XlKZvZ4vsZDod,f - 346533,33.71495312
11/22/2024,11/26/2024,SZqrE7rEEven7,a - 386377,39.02403053
9/21/2024,9/24/2024,qaBcGCJoA07gc,c - 371622,28.52622185
4/20/2024,4/23/2024,sTupLOZ1fRWk1,e - 340867,24.01724681
5/16/2024,5/18/2024,h4xQICFxIX5dw,c - 346574,31.7946709
6/18/2024,6/20/2024,GF9hwKw9qB3y3,e - 353106,45.35321283
4/23/2024,4/27/2024,Ok6Q9W9jAOIFY,j - 341642,27.41017947
6/19/2024,6/23/2024,zDW6ZoTjl4QUW,i - 352927,40.15482135
7/19/2024,7/21/2024,t04n2HOkwcDSi,g - 358894,34.94367514
4/30/2024,5/3/2024,DiDk9vkqFSi9m,k - 342925,40.04106169
12/16/2024,12/21/2024,m24vf6Mke2Qx4,a - 394146,17.88960325
12/3/2024,12/6/2024,otGRJuRNrXaAZ,l - 389410,25.33561166
1/15/2024,1/19/2024,eWy4JDFr3KFF6,l - 326980,40.08395452
12/7/2024,12/11/2024,rfcHoybf3ciwo,d - 390334,24.47832358
3/6/2024,3/10/2024,BmIKIsqwwgcRa,h - 333625,23.30173967
8/1/2024,8/3/2024,waVm5T8NhpRcc,b - 361295,51.0048883
11/15/2024,11/19/2024,mS769PFmIuE4J,j - 384502,14.62893566
3/18/2024,3/23/2024,ESB8po51K2KWg,c - 335020,24.92058092
7/4/2024,7/9/2024,xAp30Bku3N5bh,m - 355640,37.20457619
12/19/2024,12/22/2024,RsXPPteMAQLNn,b - 394796,13.67354441
12/3/2024,12/8/2024,TKJzmqDXHMOg8,k - 389034,66.12610433
1/9/2024,1/13/2024,tI2IGrq1pXRsF,b - 326074,18.17513234
8/28/2024,8/31/2024,WWOWoxn7K9RqZ,m - 367157,24.66677026
6/18/2024,6/21/2024,qHwERIwxCtjrJ,e - 352935,31.95473002
10/11/2024,10/13/2024,ZbjagjSlzQbE6,l - 375456,31.74099749
7/4/2024,7/8/2024,BfIKn0ok6ANqr,e - 355707,39.52579881
12/3/2024,12/6/2024,OrBfQuRMbJXgy,i - 388772,29.90837401
7/2/2024,7/4/2024,JG76augqqIiRI,j - 355608,34.06185618
6/15/2024,6/18/2024,1jCYkweJVmRhE,l - 352237,36.77470848
6/29/2024,7/3/2024,i5wjJnG5O3KsN,k - 355077,32.34496514
12/21/2024,12/26/2024,KTxDH1rRC0ner,g - 396255,29.77669728
4/23/2024,4/26/2024,Y32UdrfCH8FYM,c - 341421,24.10024818
4/10/2024,4/13/2024,kUfzXqk7SoMFv,d - 338728,30.75827006
11/24/2024,11/28/2024,dZxodYVV8zOoY,c - 386113,33.39991573
5/23/2024,5/25/2024,5qm6uzPoOtNAc,c - 347087,17.29159869
6/12/2024,6/16/2024,olX4DSF4Wh4pI,e - 351643,27.82031986
12/14/2024,12/19/2024,mdEDWDjMADvQb,g - 394065,28.19336675
11/20/2024,11/22/2024,ZdfCP529A7BKG,b - 385692,37.3095408
6/6/2024,6/9/2024,rfbcRTezLVxSh,c - 350279,34.08234649
10/24/2024,10/26/2024,EQJoLicSjwKaJ,k - 378807,13.77089843
6/8/2024,6/12/2024,KPHT6Y9i6xqnP,l - 350482,36.4599085
6/1/2024,6/4/2024,yxoNW1JA95OIi,a - 349068,45.72780504
9/1/2024,9/6/2024,noz8pYRJbc12i,e - 367785,35.54941734
6/22/2024,6/26/2024,tIpD7Hek24MuI,e - 354009,22.3644669
7/27/2024,7/30/2024,c78prajZfO4oZ,d - 360672,36.18624032
10/11/2024,10/14/2024,M7Pq4xthRkVB5,k - 376361,22.99458269
6/4/2024,6/6/2024,drXsjoV6AAQyk,k - 350268,19.93635238
8/9/2024,8/12/2024,TAjRnLC2gUNbo,c - 363857,21.14437639
1/9/2024,1/14/2024,RdC5FBL7rJj5b,e - 326207,27.26437526
11/29/2024,12/2/2024,zGifiDNVWRojs,j - 387290,34.39413606
11/2/2024,11/5/2024,kfidTLvPdRtf2,f - 380741,37.30070862
9/17/2024,9/22/2024,ZZ9EHIp8D7fE0,h - 371492,30.36848177
4/8/2024,4/11/2024,8MkIj3Names6m,m - 338552,36.03915496
11/2/2024,11/4/2024,V1ttARreKDOlF,k - 380663,31.34097398
1/25/2024,1/30/2024,BhDd7acIwtwDL,l - 328196,27.58567654
5/1/2024,5/5/2024,4F9WlqP66cIs6,l - 343366,42.18416486
12/7/2024,12/12/2024,yA52c5WYTl0Zl,h - 389877,46.38653308
8/6/2024,8/9/2024,ycLhymoMCKTEd,d - 362836,35.80430543
8/2/2024,8/5/2024,LmbqfLzK1SGfY,i - 361445,11.32589621
9/19/2024,9/23/2024,cNahN2tNmZm58,f - 371556,35.43696146
4/10/2024,4/15/2024,vghnjRYXmbfjr,l - 338953,21.24776387
5/1/2024,5/3/2024,fo8Pf5yWRk2bM,j - 343445,21.6785627
12/20/2024,12/23/2024,Wudw7PD0Gudbe,h - 396180,40.37395211
9/17/2024,9/20/2024,eEYPS0ivII20V,a - 370989,43.72472936
12/23/2024,12/26/2024,5ljcczucdnzfU,c - 397318,35.45514465
9/20/2024,9/24/2024,qdO7NlfQuz4FT,m - 371975,40.15684448
1/26/2024,1/28/2024,9OvNATKTfKrjG,h - 328394,27.23835307
4/13/2024,4/17/2024,32y0fuOBa80K9,l - 339908,41.87767422
11/7/2024,11/11/2024,SJ2DXim8KxhEe,g - 381937,39.81702397
11/24/2024,11/26/2024,u6qCnUJcp2485,b - 386265,14.53632011
10/17/2024,10/20/2024,3deAllQkz7yWG,d - 377029,38.45010732
5/30/2024,6/1/2024,riG7Z4wRZpD7P,m - 349123,20.96118159
11/9/2024,11/13/2024,WV3gAewISX176,d - 382689,33.67864059
5/15/2024,5/20/2024,NxyGAwB9DdSpc,b - 346392,44.44144593
12/19/2024,12/22/2024,bwvhZ5K9ravpI,c - 395845,14.66880817
11/30/2024,12/5/2024,DVMbhSBwtmyY9,k - 388082,19.34479057
5/29/2024,6/1/2024,xDA63Y97IYmns,d - 348346,27.69099666
6/6/2024,6/10/2024,ycA13KjgVCNtv,b - 350152,27.32350293
6/2/2024,6/4/2024,rvDNP4qcK3B0q,a - 349177,29.70851129
1/5/2024,1/10/2024,YiO7Bl0Rmw5iA,h - 325415,26.35914338
1/25/2024,1/29/2024,m3foYf0uvCdVJ,b - 328289,44.41247286
9/11/2024,9/14/2024,hsoUXrONXpuYK,b - 370336,33.57845314
7/24/2024,7/29/2024,U7WX1u0yCfb5l,k - 360356,43.28185593
11/18/2024,11/20/2024,wuFwvm2BIiW95,c - 384402,29.12788462
4/12/2024,4/16/2024,KH8P1Aau9ESNV,h - 338872,29.48551921
11/20/2024,11/24/2024,7Xk17WwkoluaF,b - 385471,25.35710823
12/5/2024,12/9/2024,PrvsB8tgUFho2,d - 388607,46.36446581
8/9/2024,8/13/2024,g1uWEXRVrjpA7,g - 363011,25.83220033
4/24/2024,4/27/2024,wSkK3keHpVB03,b - 341625,11.54698615
10/23/2024,10/27/2024,4FRTopFuoNlkD,i - 378659,36.80603493
12/19/2024,12/22/2024,LA69Vxjnxdc45,g - 394176,33.08363961
2/28/2024,3/4/2024,jTGnWpZ1Qu6DV,h - 332999,34.17843811
11/28/2024,12/3/2024,qLjwDWYhvz2sz,j - 386967,33.13766003
5/11/2024,5/16/2024,TSeHHhhwmnPxo,b - 345509,32.39396301
5/30/2024,6/4/2024,rskB58fsTDg6Y,m - 348457,44.54278376
4/10/2024,4/13/2024,qXN9owjfszCaz,i - 338679,26.16938602
8/11/2024,8/13/2024,JaNN5Aaeyx7ha,h - 363451,19.12892721
9/23/2024,9/28/2024,TcqRhYoRni2qK,a - 372497,25.04401418
12/5/2024,12/9/2024,hML3njvSJZMJO,e - 388997,51.97995795
9/7/2024,9/9/2024,29vWVm9xwUxsv,c - 369476,42.46819227
11/8/2024,11/12/2024,gndAO7pKsEuF4,g - 382743,21.7781186
12/30/2024,1/1/2025,pqCjEHdwwVjKs,l - 399197,30.97597795
8/4/2024,8/8/2024,stZMLBeqH1wIO,b - 362355,36.14194726
12/29/2024,1/3/2025,Zwge1blal8US4,e - 399651,13.03003576
11/3/2024,11/7/2024,mmnc3aWKdbtW9,a - 380412,21.3864538
7/24/2024,7/29/2024,mLS9MeavNMpKl,i - 360019,24.34285888
11/16/2024,11/18/2024,oELtXPQbcGLPg,f - 384363,29.25925786
8/14/2024,8/19/2024,hO3wDfQ8Joa84,a - 364229,26.62082419
1/22/2024,1/24/2024,VA2ggspWGRPfd,a - 327793,29.95587584
11/13/2024,11/17/2024,MphiiWqJ6ww8c,k - 383664,27.93788636
4/28/2024,5/3/2024,7uGTM4Gr7D5Gq,l - 342217,22.16837817
6/7/2024,6/11/2024,DSLVy6qRSHmXp,e - 350184,34.8379626
10/18/2024,10/20/2024,BNFQEPbvfP6h4,k - 377192,37.95765144
11/29/2024,12/4/2024,1nMSYqwt8CABQ,d - 387930,35.37090164
2/22/2024,2/26/2024,cs0EPm7uEuYaq,d - 332344,20.31037468
3/24/2024,3/27/2024,wYiFU2MNpxlzI,d - 335998,26.21881926
12/19/2024,12/22/2024,eSbcVwjaFDsmv,f - 395871,40.67204852
4/6/2024,4/9/2024,m2vlSvbvvGcOp,f - 338018,12.75958094
6/17/2024,6/20/2024,UDeGf9xa2dOVq,f - 352393,29.7566163
2/23/2024,2/26/2024,FLx6IZ9ZZB86B,j - 332124,39.65338318
7/26/2024,7/30/2024,I7tAu0Hm5dIj0,d - 360179,23.32957436
2/6/2024,2/8/2024,QrY6MIu3CpQwx,e - 329631,35.0704418
9/9/2024,9/13/2024,LmRtM8rvPAONn,d - 369814,25.33794914
9/12/2024,9/17/2024,zXXRHNB8VEgyh,d - 369709,39.30129825
2/22/2024,2/24/2024,cldWapfZKgW58,h - 332370,40.99403368
8/21/2024,8/24/2024,ZKvqqNyCeof4D,b - 365614,35.60258444
7/1/2024,7/5/2024,l7B972JSwWnbD,i - 355790,23.12477397
3/24/2024,3/29/2024,vmb3QeVygSQTH,b - 335767,14.81726104
9/12/2024,9/15/2024,28FBYCO1L0QzD,f - 370343,30.70265683
5/7/2024,5/9/2024,JEnsCopa0pvva,f - 344358,32.66604852
3/3/2024,3/6/2024,yv0UERMTDXTXo,d - 333056,24.73722925
2/22/2024,2/25/2024,lP8938bKIUCiD,i - 332174,57.68977351
2/14/2024,2/16/2024,Shfb8Zfp2HSu4,a - 331100,27.87894782
9/23/2024,9/27/2024,mnAFp1YY5KDbx,m - 372484,34.59316583
11/6/2024,11/8/2024,Jj2ebEVru60Iw,j - 381970,8.525336572
3/8/2024,3/12/2024,ZO9mdsOr5ZuRJ,i - 334041,18.36126114
4/1/2024,4/5/2024,m7Xjtnbj4hrEn,f - 337115,16.17041423
5/21/2024,5/23/2024,yvo0AZTLHjqGe,c - 347020,24.73582799
10/31/2024,11/3/2024,1voDLvYFqpIEf,f - 380310,31.98434258
6/10/2024,6/15/2024,71TGRwnRoy5Dm,d - 351120,49.43545137
8/9/2024,8/12/2024,HGrb9rmpeZLBh,c - 363729,29.67949319
4/12/2024,4/16/2024,kkfnKFGrPjmzC,f - 339130,34.63050459
9/6/2024,9/11/2024,t9jxkvU3A2qTJ,f - 368609,22.24706957
11/5/2024,11/8/2024,Bt0SdWllH29LB,b - 381526,16.0365909
6/4/2024,6/7/2024,IV2Q3Nhl3KOZz,e - 350041,31.84679642
3/11/2024,3/13/2024,N1cjPpSPZyO8D,c - 334099,32.52893398
1/6/2024,1/10/2024,L4YCS18ro7aIa,a - 325724,15.02772591
9/22/2024,9/25/2024,TCrs3iFVVbQXA,a - 372247,37.12543105
12/21/2024,12/24/2024,9rbTvkaXwJ9ip,f - 395643,29.87486763
8/8/2024,8/12/2024,3Aim2moXpLpcs,k - 363275,42.69499204
1/18/2024,1/23/2024,9bOK1WBrbHdKC,e - 326992,38.29467482
4/17/2024,4/21/2024,tLd8aq72nrymn,f - 340652,34.36767127
12/14/2024,12/19/2024,k9gCBJxd25keY,h - 393838,27.78413089
7/18/2024,7/20/2024,9iMB7ypJKOW0W,l - 359277,44.59905347
12/18/2024,12/22/2024,UOpXFzXws2DtV,d - 394311,20.68283911
