sales_date	customer_id	invoice_num	starfire_lantern_qty	nightlock_net_qty	invoice_amount
2024-11-12	D4 Tidefront Supplies	426063	40	11	662
2024-11-12	D3 SignalWorks	426038	20	10	414
2024-11-12	D4 Tidefront Supplies	425980	28	11	502
2024-11-12	D11 Harvest Defense Co.	425953	19	12	437
2024-11-12	D12 Ember Corp.	426029	20	7	335
2024-11-12	D12 Ember Corp.	426081	27	10	436
2024-11-12	D3 SignalWorks	425993	16	13	470
2024-11-12	D12 Ember Corp.	426075	21	13	478
2024-11-12	D3 SignalWorks	426067	26	10	449
2024-11-12	D4 Tidefront Supplies	426042	17	5	319
2024-11-12	D3 SignalWorks	426024	22	10	480
2024-11-12	D4 Tidefront Supplies	426088	21	9	387
2024-11-12	D4 Tidefront Supplies	425978	16	13	462
2024-11-12	D12 Ember Corp.	425944	26	6	369
2024-11-12	D12 Ember Corp.	425983	19	12	503
2024-11-12	D4 Tidefront Supplies	425965	19	12	444
2024-11-12	D11 Harvest Defense Co.	425986	13	11	395
2024-11-12	D11 Harvest Defense Co.	426085	13	13	415
2024-11-12	D4 Tidefront Supplies	426016	13	14	483
2024-11-12	D12 Ember Corp.	425998	23	8	391
2024-11-12	D12 Ember Corp.	426008	26	11	461
2024-11-12	D4 Tidefront Supplies	426028	20	8	333
2024-11-12	D4 Tidefront Supplies	425960	22	13	515
2024-11-12	D12 Ember Corp.	426076	19	14	516
2024-11-12	D12 Ember Corp.	426040	16	16	521
2024-11-12	D4 Tidefront Supplies	426051	2	10	279
2024-11-12	D12 Ember Corp.	425972	18	13	460
2024-11-12	D11 Harvest Defense Co.	426053	20	7	405
2024-11-12	D4 Tidefront Supplies	426083	19	4	258
2024-11-12	D12 Ember Corp.	425982	20	5	319
2024-11-12	D12 Ember Corp.	426032	16	7	335
2024-11-12	D12 Ember Corp.	426041	19	10	437
2024-11-12	D3 SignalWorks	426064	5	12	317
2024-11-12	D4 Tidefront Supplies	426068	20	8	363
2024-11-12	D12 Ember Corp.	426058	22	9	463
2024-11-12	D3 SignalWorks	426009	19	10	462
2024-11-12	D12 Ember Corp.	426005	23	11	455
2024-11-12	D12 Ember Corp.	426035	15	16	494
2024-11-12	D3 SignalWorks	426023	16	9	415
2024-11-12	D3 SignalWorks	425981	27	12	506
2024-11-12	D3 SignalWorks	425967	26	7	411
2024-11-12	D3 SignalWorks	425956	8	12	369
2024-11-12	D12 Ember Corp.	426046	19	13	512
2024-11-12	D4 Tidefront Supplies	426087	19	11	468
2024-11-12	D4 Tidefront Supplies	426078	29	12	573
2024-11-12	D4 Tidefront Supplies	425961	20	7	379
2024-11-12	D12 Ember Corp.	426044	32	18	684
2024-11-12	D4 Tidefront Supplies	426077	13	8	357
2024-11-12	D12 Ember Corp.	425990	25	3	327
2024-11-12	D3 SignalWorks	425943	16	6	336
2024-11-12	D4 Tidefront Supplies	426007	17	11	412
2024-11-12	D4 Tidefront Supplies	425992	10	11	444
2024-11-12	D12 Ember Corp.	425970	17	9	383
2024-11-12	D12 Ember Corp.	426056	16	10	363
2024-11-12	D11 Harvest Defense Co.	426031	17	7	401
2024-11-12	D11 Harvest Defense Co.	426062	19	10	426
2024-11-12	D4 Tidefront Supplies	426065	13	8	302
2024-11-12	D12 Ember Corp.	425984	22	4	326
2024-11-12	D3 SignalWorks	425946	22	9	437
2024-11-12	D12 Ember Corp.	426034	26	8	445
2024-11-12	D3 SignalWorks	425977	15	8	346
2024-11-12	D12 Ember Corp.	425995	16	13	479
2024-11-12	D4 Tidefront Supplies	426059	16	8	404
2024-11-12	D11 Harvest Defense Co.	426025	18	9	379
2024-11-12	D12 Ember Corp.	426033	24	13	461
2024-11-12	D12 Ember Corp.	426073	20	7	387
2024-11-12	D12 Ember Corp.	425997	11	7	277
2024-11-12	D4 Tidefront Supplies	426026	19	8	322
2024-11-12	D4 Tidefront Supplies	426080	17	13	445
2024-11-12	D12 Ember Corp.	426020	27	11	495
2024-11-12	D12 Ember Corp.	425950	14	10	364
2024-11-12	D4 Tidefront Supplies	426027	16	14	457
2024-11-12	D4 Tidefront Supplies	426061	22	14	526
2024-11-12	D12 Ember Corp.	426039	27	9	494
2024-11-12	D12 Ember Corp.	426086	29	12	556
2024-11-12	D3 SignalWorks	426030	16	8	307
2024-11-12	D12 Ember Corp.	426010	17	11	398
2024-11-12	D12 Ember Corp.	425968	17	8	423
2024-11-12	D3 SignalWorks	426066	14	10	371
2024-11-12	D3 SignalWorks	426047	7	14	409
2024-11-12	D3 SignalWorks	425974	7	14	473
2024-11-12	D11 Harvest Defense Co.	425941	12	7	341
2024-11-12	D11 Harvest Defense Co.	426014	20	10	468
2024-11-12	D11 Harvest Defense Co.	425988	24	9	473
2024-11-12	D11 Harvest Defense Co.	426001	23	9	442
2024-11-12	D4 Tidefront Supplies	426055	28	7	439
2024-11-12	D12 Ember Corp.	426015	17	9	375
2024-11-12	D4 Tidefront Supplies	425991	16	10	403
2024-11-12	D11 Harvest Defense Co.	426037	28	9	432
2024-11-12	D4 Tidefront Supplies	425969	17	12	427
2024-11-12	D4 Tidefront Supplies	425979	8	11	405
2024-11-12	D4 Tidefront Supplies	425958	21	10	475
2024-11-13	D12 Ember Corp.	426100	14	10	385
2024-11-13	D3 SignalWorks	426166	23	4	306
2024-11-13	D12 Ember Corp.	426184	25	10	514
2024-11-13	D4 Tidefront Supplies	426121	26	10	452
2024-11-13	D3 SignalWorks	426233	19	9	392
2024-11-13	D4 Tidefront Supplies	426213	8	10	391
2024-11-13	D4 Tidefront Supplies	426107	18	9	380
2024-11-13	D3 SignalWorks	426179	18	13	489
2024-11-13	D12 Ember Corp.	426131	19	9	407
2024-11-13	D12 Ember Corp.	426099	19	9	406
2024-11-13	D12 Ember Corp.	426111	14	12	478
2024-11-13	D3 SignalWorks	426125	24	12	551
2024-11-13	D12 Ember Corp.	426109	23	16	544
2024-11-13	D12 Ember Corp.	426214	12	8	290
2024-11-13	D12 Ember Corp.	426095	21	9	417
2024-11-13	D3 SignalWorks	426194	22	8	393
2024-11-13	D12 Ember Corp.	426139	17	9	445
2024-11-13	D3 SignalWorks	426208	17	12	477
2024-11-13	D12 Ember Corp.	426225	23	7	415
2024-11-13	D4 Tidefront Supplies	426159	30	14	590
2024-11-13	D4 Tidefront Supplies	426239	16	7	308
2024-11-13	D4 Tidefront Supplies	426150	16	15	530
2024-11-13	D4 Tidefront Supplies	426151	16	11	396
2024-11-13	D12 Ember Corp.	426187	9	10	325
2024-11-13	D4 Tidefront Supplies	426212	17	10	398
2024-11-13	D12 Ember Corp.	426193	26	9	441
2024-11-13	D3 SignalWorks	426133	11	12	400
2024-11-13	D11 Harvest Defense Co.	426136	18	5	349
2024-11-13	D4 Tidefront Supplies	426129	11	7	246
2024-11-13	D12 Ember Corp.	426198	26	5	388
2024-11-13	D11 Harvest Defense Co.	426154	12	10	354
2024-11-13	D12 Ember Corp.	426114	14	9	349
2024-11-13	D12 Ember Corp.	426236	14	11	404
2024-11-13	D4 Tidefront Supplies	426161	13	11	408
2024-11-13	D4 Tidefront Supplies	426140	16	9	409
2024-11-13	D4 Tidefront Supplies	426227	23	9	436
2024-11-13	D12 Ember Corp.	426110	26	12	513
2024-11-13	D4 Tidefront Supplies	426224	17	10	419
2024-11-13	D4 Tidefront Supplies	426199	25	10	474
2024-11-13	D12 Ember Corp.	426115	20	10	375
2024-11-13	D12 Ember Corp.	426130	26	13	511
2024-11-13	D12 Ember Corp.	426153	18	9	366
2024-11-13	D11 Harvest Defense Co.	426188	17	8	399
2024-11-13	D4 Tidefront Supplies	426180	16	8	364
2024-11-13	D4 Tidefront Supplies	426148	28	9	460
2024-11-13	D3 SignalWorks	426101	19	9	395
2024-11-13	D4 Tidefront Supplies	426203	30	9	499
2024-11-13	D12 Ember Corp.	426206	22	9	406
2024-11-13	D3 SignalWorks	426113	11	12	396
2024-11-13	D4 Tidefront Supplies	426102	24	6	387
2024-11-13	D3 SignalWorks	426185	18	14	525
2024-11-13	D4 Tidefront Supplies	426149	16	5	316
2024-11-13	D12 Ember Corp.	426156	22	11	458
2024-11-13	D12 Ember Corp.	426171	21	11	464
2024-11-13	D4 Tidefront Supplies	426165	27	4	347
2024-11-13	D12 Ember Corp.	426202	20	10	434
2024-11-13	D3 SignalWorks	426235	22	11	484
2024-11-13	D3 SignalWorks	426231	26	12	535
2024-11-13	D12 Ember Corp.	426096	23	9	422
2024-11-13	D4 Tidefront Supplies	426157	23	7	356
2024-11-13	D4 Tidefront Supplies	426183	19	10	438
2024-11-13	D12 Ember Corp.	426141	28	9	508
2024-11-13	D4 Tidefront Supplies	426138	15	7	361
2024-11-13	D4 Tidefront Supplies	426215	30	9	517
2024-11-13	D12 Ember Corp.	426160	23	12	471
2024-11-13	D4 Tidefront Supplies	426237	15	9	345
2024-11-13	D11 Harvest Defense Co.	426162	18	11	450
2024-11-13	D11 Harvest Defense Co.	426196	13	7	375
2024-11-13	D11 Harvest Defense Co.	426177	19	9	434
2024-11-13	D11 Harvest Defense Co.	426168	19	11	420
2024-11-13	D4 Tidefront Supplies	426219	19	11	430
2024-11-13	D3 SignalWorks	426145	22	10	475
2024-11-13	D11 Harvest Defense Co.	426147	13	10	408
2024-11-13	D3 SignalWorks	426112	27	10	441
2024-11-13	D11 Harvest Defense Co.	426143	18	8	380
2024-11-13	D4 Tidefront Supplies	426234	19	14	518
2024-11-13	D4 Tidefront Supplies	426104	14	12	402
2024-11-13	D4 Tidefront Supplies	426103	29	7	450
2024-11-13	D11 Harvest Defense Co.	426124	19	12	491
2024-11-13	D3 SignalWorks	426146	14	12	433
2024-11-13	D3 SignalWorks	426123	26	9	436
2024-11-13	D12 Ember Corp.	426106	18	14	493
2024-11-13	D4 Tidefront Supplies	426093	25	5	381
2024-11-13	D3 SignalWorks	426178	25	9	438
2024-11-13	D4 Tidefront Supplies	426135	29	14	600
2024-11-13	D4 Tidefront Supplies	426152	20	12	463
2024-11-13	D3 SignalWorks	426126	12	10	361
2024-11-13	D12 Ember Corp.	426223	22	6	357
2024-11-13	D4 Tidefront Supplies	426116	23	8	410
2024-11-14	D12 Ember Corp.	426360	16	12	427
2024-11-14	D12 Ember Corp.	426245	12	13	438
2024-11-14	D11 Harvest Defense Co.	426290	14	6	332
2024-11-14	D11 Harvest Defense Co.	426251	19	12	389
2024-11-14	D3 SignalWorks	426383	24	9	418
2024-11-14	D4 Tidefront Supplies	426376	19	10	397
2024-11-14	D4 Tidefront Supplies	426295	9	10	347
2024-11-14	D12 Ember Corp.	426366	21	12	458
2024-11-14	D12 Ember Corp.	426356	19	12	488
2024-11-14	D4 Tidefront Supplies	426340	22	12	447
2024-11-14	D3 SignalWorks	426347	24	5	377
2024-11-14	D12 Ember Corp.	426319	8	9	313
2024-11-14	D4 Tidefront Supplies	426369	27	20	667
2024-11-14	D4 Tidefront Supplies	426328	18	10	424
2024-11-14	D12 Ember Corp.	426250	17	11	447
2024-11-14	D3 SignalWorks	426338	21	8	386
2024-11-14	D11 Harvest Defense Co.	426379	21	7	394
2024-11-14	D4 Tidefront Supplies	426361	20	11	475
2024-11-14	D12 Ember Corp.	426305	34	15	610
2024-11-14	D4 Tidefront Supplies	426262	28	16	607
2024-11-14	D4 Tidefront Supplies	426322	11	9	340
2024-11-14	D12 Ember Corp.	426314	15	13	455
2024-11-14	D3 SignalWorks	426276	20	11	443
2024-11-14	D12 Ember Corp.	426370	27	13	564
2024-11-14	D4 Tidefront Supplies	426248	17	12	398
2024-11-14	D12 Ember Corp.	426273	26	13	512
2024-11-14	D11 Harvest Defense Co.	426354	22	8	395
2024-11-14	D4 Tidefront Supplies	426282	21	3	272
2024-11-14	D4 Tidefront Supplies	426303	29	12	509
2024-11-14	D3 SignalWorks	426244	32	8	473
2024-11-14	D4 Tidefront Supplies	426385	14	13	409
2024-11-14	D12 Ember Corp.	426275	20	8	353
2024-11-14	D12 Ember Corp.	426326	26	10	429
2024-11-14	D3 SignalWorks	426332	15	15	497
2024-11-14	D4 Tidefront Supplies	426246	22	7	376
2024-11-14	D3 SignalWorks	426372	23	10	494
2024-11-14	D4 Tidefront Supplies	426298	17	9	347
2024-11-14	D4 Tidefront Supplies	426329	12	12	410
2024-11-14	D3 SignalWorks	426355	18	9	414
2024-11-14	D12 Ember Corp.	426281	30	11	518
2024-11-14	D3 SignalWorks	426321	22	12	501
2024-11-14	D4 Tidefront Supplies	426384	30	6	417
2024-11-14	D4 Tidefront Supplies	426258	6	3	184
2024-11-14	D12 Ember Corp.	426277	23	11	480
2024-11-14	D12 Ember Corp.	426255	26	7	403
2024-11-14	D12 Ember Corp.	426365	20	11	416
2024-11-14	D4 Tidefront Supplies	426386	27	13	539
2024-11-14	D12 Ember Corp.	426278	34	10	515
2024-11-14	D4 Tidefront Supplies	426266	18	14	508
2024-11-14	D4 Tidefront Supplies	426331	12	9	299
2024-11-14	D12 Ember Corp.	426346	19	9	441
2024-11-14	D4 Tidefront Supplies	426247	19	12	437
2024-11-14	D4 Tidefront Supplies	426342	17	13	439
2024-11-14	D3 SignalWorks	426313	16	9	391
2024-11-14	D4 Tidefront Supplies	426371	23	10	494
2024-11-14	D3 SignalWorks	426311	26	4	345
2024-11-14	D12 Ember Corp.	426325	2	10	319
2024-11-14	D12 Ember Corp.	426280	18	17	516
2024-11-14	D12 Ember Corp.	426302	14	14	447
2024-11-14	D4 Tidefront Supplies	426359	26	15	603
2024-11-14	D12 Ember Corp.	426316	21	6	359
2024-11-14	D12 Ember Corp.	426378	21	10	443
2024-11-14	D4 Tidefront Supplies	426287	14	7	323
2024-11-14	D3 SignalWorks	426348	21	11	452
2024-11-14	D12 Ember Corp.	426306	24	8	389
2024-11-14	D12 Ember Corp.	426291	18	10	458
2024-11-14	D4 Tidefront Supplies	426299	15	7	322
2024-11-14	D12 Ember Corp.	426380	17	10	393
2024-11-14	D3 SignalWorks	426304	30	10	490
2024-11-14	D3 SignalWorks	426292	20	11	459
2024-11-14	D12 Ember Corp.	426268	26	12	508
2024-11-14	D11 Harvest Defense Co.	426317	25	10	458
2024-11-14	D4 Tidefront Supplies	426324	21	13	532
2024-11-14	D12 Ember Corp.	426254	12	10	383
2024-11-14	D12 Ember Corp.	426373	24	6	376
2024-11-14	D12 Ember Corp.	426375	21	10	439
2024-11-14	D11 Harvest Defense Co.	426353	19	13	524
2024-11-14	D12 Ember Corp.	426259	25	11	487
2024-11-14	D3 SignalWorks	426286	8	10	323
2024-11-14	D3 SignalWorks	426387	14	11	373
2024-11-14	D12 Ember Corp.	426301	14	12	467
2024-11-14	D4 Tidefront Supplies	426267	34	5	425
2024-11-14	D4 Tidefront Supplies	426243	22	12	505
2024-11-14	D4 Tidefront Supplies	426279	25	9	453
2024-11-14	D4 Tidefront Supplies	426343	22	13	483
2024-11-14	D3 SignalWorks	426381	27	10	457
2024-11-14	D11 Harvest Defense Co.	426297	15	12	465
2024-11-14	D4 Tidefront Supplies	426315	22	13	453
2024-11-14	D12 Ember Corp.	426285	20	9	436
2024-11-14	D4 Tidefront Supplies	426339	19	14	512
2024-11-14	D11 Harvest Defense Co.	426335	15	9	401
2024-11-14	D11 Harvest Defense Co.	426336	17	7	352
2024-11-14	D4 Tidefront Supplies	426345	21	14	483
2024-11-14	D12 Ember Corp.	426350	27	11	495
2024-11-14	D3 SignalWorks	426300	22	3	312
2024-11-14	D12 Ember Corp.	426330	25	13	544
2024-11-14	D3 SignalWorks	426264	24	8	448
2024-11-14	D4 Tidefront Supplies	426289	23	8	416
2024-11-14	D11 Harvest Defense Co.	426337	11	8	304
2024-11-15	D12 Ember Corp.	426505	20	11	351
2024-11-15	D4 Tidefront Supplies	426436	19	11	433
2024-11-15	D4 Tidefront Supplies	426484	19	13	490
2024-11-15	D4 Tidefront Supplies	426532	29	8	483
2024-11-15	D12 Ember Corp.	426399	20	8	430
2024-11-15	D11 Harvest Defense Co.	426464	12	12	398
2024-11-15	D12 Ember Corp.	426527	20	17	521
2024-11-15	D12 Ember Corp.	426478	14	5	233
2024-11-15	D12 Ember Corp.	426412	11	10	385
2024-11-15	D12 Ember Corp.	426483	8	9	329
2024-11-15	D4 Tidefront Supplies	426537	18	10	409
2024-11-15	D12 Ember Corp.	426392	22	10	428
2024-11-15	D3 SignalWorks	426455	11	4	236
2024-11-15	D12 Ember Corp.	426480	12	12	403
2024-11-15	D12 Ember Corp.	426536	22	16	599
2024-11-15	D12 Ember Corp.	426424	24	10	408
2024-11-15	D11 Harvest Defense Co.	426518	26	6	382
2024-11-15	D4 Tidefront Supplies	426490	16	8	360
2024-11-15	D3 SignalWorks	426476	29	5	422
2024-11-15	D12 Ember Corp.	426519	20	15	512
2024-11-15	D3 SignalWorks	426444	25	12	508
2024-11-15	D4 Tidefront Supplies	426520	21	14	479
2024-11-15	D12 Ember Corp.	426528	23	8	361
2024-11-15	D4 Tidefront Supplies	426447	22	12	502
2024-11-15	D4 Tidefront Supplies	426530	27	10	492
2024-11-15	D12 Ember Corp.	426485	19	6	370
2024-11-15	D4 Tidefront Supplies	426434	28	11	522
2024-11-15	D12 Ember Corp.	426410	18	5	332
2024-11-15	D11 Harvest Defense Co.	426481	13	11	362
2024-11-15	D4 Tidefront Supplies	426393	24	13	490
2024-11-15	D3 SignalWorks	426470	31	15	598
2024-11-15	D12 Ember Corp.	426539	14	10	394
2024-11-15	D3 SignalWorks	426448	16	7	343
2024-11-15	D4 Tidefront Supplies	426473	21	10	459
2024-11-15	D12 Ember Corp.	426472	26	7	452
2024-11-15	D4 Tidefront Supplies	426498	28	8	432
2024-11-15	D4 Tidefront Supplies	426535	23	13	528
2024-11-15	D3 SignalWorks	426414	26	7	468
2024-11-15	D3 SignalWorks	426400	28	13	552
2024-11-15	D4 Tidefront Supplies	426465	22	5	332
2024-11-15	D12 Ember Corp.	426475	18	11	459
2024-11-15	D4 Tidefront Supplies	426437	22	14	505
2024-11-15	D4 Tidefront Supplies	426503	11	13	407
2024-11-15	D12 Ember Corp.	426496	24	11	470
2024-11-15	D12 Ember Corp.	426460	29	10	506
2024-11-15	D12 Ember Corp.	426433	24	16	554
2024-11-15	D11 Harvest Defense Co.	426516	36	13	639
2024-11-15	D12 Ember Corp.	426467	29	8	440
2024-11-15	D3 SignalWorks	426523	17	13	484
2024-11-15	D12 Ember Corp.	426499	16	12	440
2024-11-15	D3 SignalWorks	426418	16	13	463
2024-11-15	D4 Tidefront Supplies	426431	26	12	491
2024-11-15	D3 SignalWorks	426407	13	7	313
2024-11-15	D4 Tidefront Supplies	426538	19	12	475
2024-11-15	D11 Harvest Defense Co.	426394	7	9	340
2024-11-15	D12 Ember Corp.	426422	17	10	423
2024-11-15	D12 Ember Corp.	426409	19	12	489
2024-11-15	D3 SignalWorks	426514	13	5	321
2024-11-15	D11 Harvest Defense Co.	426427	27	9	420
2024-11-15	D12 Ember Corp.	426425	22	7	356
2024-11-15	D11 Harvest Defense Co.	426461	18	10	422
2024-11-15	D12 Ember Corp.	426466	18	11	421
2024-11-15	D12 Ember Corp.	426489	25	8	394
2024-11-15	D3 SignalWorks	426494	29	13	575
2024-11-15	D4 Tidefront Supplies	426456	13	10	417
2024-11-15	D12 Ember Corp.	426423	23	15	554
2024-11-15	D4 Tidefront Supplies	426438	23	13	513
2024-11-15	D12 Ember Corp.	426471	17	13	490
2024-11-15	D11 Harvest Defense Co.	426439	15	12	466
2024-11-15	D12 Ember Corp.	426402	25	7	416
2024-11-15	D12 Ember Corp.	426500	17	12	442
2024-11-15	D12 Ember Corp.	426443	21	10	425
2024-11-15	D3 SignalWorks	426459	24	8	424
2024-11-15	D3 SignalWorks	426508	24	14	535
2024-11-15	D4 Tidefront Supplies	426491	6	11	372
2024-11-15	D4 Tidefront Supplies	426416	12	9	355
2024-11-15	D12 Ember Corp.	426419	23	9	445
2024-11-15	D12 Ember Corp.	426451	9	10	380
2024-11-15	D11 Harvest Defense Co.	426441	23	7	380
2024-11-15	D3 SignalWorks	426413	18	11	456
2024-11-15	D11 Harvest Defense Co.	426408	20	10	464
2024-11-15	D4 Tidefront Supplies	426502	18	9	378
2024-11-15	D12 Ember Corp.	426452	33	10	501
2024-11-15	D12 Ember Corp.	426396	25	10	426
2024-11-18	D4 Tidefront Supplies	426888	21	8	409
2024-11-18	D12 Ember Corp.	426987	19	10	475
2024-11-18	D12 Ember Corp.	426923	18	10	426
2024-11-18	D3 SignalWorks	426872	25	10	484
2024-11-18	D4 Tidefront Supplies	426936	17	11	431
2024-11-18	D11 Harvest Defense Co.	426963	28	6	426
2024-11-18	D3 SignalWorks	426951	20	14	528
2024-11-18	D12 Ember Corp.	426859	21	13	503
2024-11-18	D12 Ember Corp.	426845	18	10	448
2024-11-18	D4 Tidefront Supplies	426855	30	8	495
2024-11-18	D11 Harvest Defense Co.	426959	19	13	457
2024-11-18	D4 Tidefront Supplies	426865	18	14	534
2024-11-18	D3 SignalWorks	426908	17	13	445
2024-11-18	D4 Tidefront Supplies	426884	20	6	387
2024-11-18	D12 Ember Corp.	426960	7	11	337
2024-11-18	D12 Ember Corp.	426919	18	10	390
2024-11-18	D3 SignalWorks	426909	24	13	548
2024-11-18	D12 Ember Corp.	426961	22	9	448
2024-11-18	D12 Ember Corp.	426934	17	10	431
2024-11-18	D3 SignalWorks	426878	25	12	504
2024-11-18	D11 Harvest Defense Co.	426921	15	5	292
2024-11-18	D4 Tidefront Supplies	426982	18	14	482
2024-11-18	D3 SignalWorks	426946	26	5	363
2024-11-18	D4 Tidefront Supplies	426929	17	10	412
2024-11-18	D3 SignalWorks	426948	22	10	416
2024-11-18	D12 Ember Corp.	426867	23	11	481
2024-11-18	D3 SignalWorks	426881	25	8	433
2024-11-18	D12 Ember Corp.	426969	23	8	390
2024-11-18	D4 Tidefront Supplies	426897	29	11	482
2024-11-18	D12 Ember Corp.	426904	5	14	388
2024-11-18	D4 Tidefront Supplies	426920	24	8	419
2024-11-18	D12 Ember Corp.	426862	15	12	443
2024-11-18	D3 SignalWorks	426883	24	10	473
2024-11-18	D3 SignalWorks	426874	23	6	352
2024-11-18	D4 Tidefront Supplies	426955	23	11	479
2024-11-18	D12 Ember Corp.	426901	10	13	442
2024-11-18	D12 Ember Corp.	426852	26	5	401
2024-11-18	D12 Ember Corp.	426971	30	7	477
2024-11-18	D4 Tidefront Supplies	426869	23	7	396
2024-11-18	D4 Tidefront Supplies	426879	12	12	394
2024-11-18	D11 Harvest Defense Co.	426917	18	10	423
2024-11-18	D12 Ember Corp.	426916	13	5	280
2024-11-18	D11 Harvest Defense Co.	426933	21	6	315
2024-11-18	D12 Ember Corp.	426950	19	6	344
2024-11-18	D3 SignalWorks	426880	40	18	697
2024-11-18	D11 Harvest Defense Co.	426942	20	13	466
2024-11-18	D3 SignalWorks	426847	25	8	435
2024-11-18	D12 Ember Corp.	426989	19	11	396
2024-11-18	D11 Harvest Defense Co.	426905	18	12	470
2024-11-18	D4 Tidefront Supplies	426912	15	8	340
2024-11-18	D4 Tidefront Supplies	426980	22	6	392
2024-11-18	D12 Ember Corp.	426873	29	9	491
2024-11-18	D12 Ember Corp.	426927	17	8	380
2024-11-18	D4 Tidefront Supplies	426926	29	8	488
2024-11-18	D3 SignalWorks	426885	31	13	575
2024-11-18	D12 Ember Corp.	426891	28	10	463
2024-11-18	D12 Ember Corp.	426889	18	13	471
2024-11-18	D12 Ember Corp.	426953	14	10	393
2024-11-18	D3 SignalWorks	426907	10	12	420
2024-11-18	D12 Ember Corp.	426856	19	12	487
2024-11-18	D11 Harvest Defense Co.	426970	19	8	403
2024-11-18	D4 Tidefront Supplies	426854	17	7	385
2024-11-18	D12 Ember Corp.	426974	15	8	371
2024-11-18	D3 SignalWorks	426841	13	6	324
2024-11-18	D11 Harvest Defense Co.	426949	21	12	425
2024-11-18	D12 Ember Corp.	426954	29	11	522
2024-11-18	D11 Harvest Defense Co.	426877	23	2	220
2024-11-18	D3 SignalWorks	426892	25	7	441
2024-11-18	D12 Ember Corp.	426876	9	11	359
2024-11-18	D3 SignalWorks	426986	21	8	451
2024-11-18	D4 Tidefront Supplies	426849	23	12	485
2024-11-18	D3 SignalWorks	426931	26	12	527
2024-11-18	D12 Ember Corp.	426952	24	9	447
2024-11-18	D4 Tidefront Supplies	426903	32	12	534
2024-11-18	D3 SignalWorks	426870	18	13	492
2024-11-18	D4 Tidefront Supplies	426863	20	9	350
2024-11-18	D4 Tidefront Supplies	426957	18	10	459
2024-11-18	D12 Ember Corp.	426935	10	11	415
2024-11-18	D3 SignalWorks	426966	18	5	337
2024-11-18	D12 Ember Corp.	426853	20	6	365
2024-11-18	D3 SignalWorks	426906	18	5	375
2024-11-18	D4 Tidefront Supplies	426979	20	7	388
2024-11-18	D3 SignalWorks	426850	25	9	468
2024-11-18	D12 Ember Corp.	426939	20	8	459
2024-11-18	D4 Tidefront Supplies	426871	25	8	411
2024-11-18	D3 SignalWorks	426937	28	10	481
2024-11-18	D3 SignalWorks	426925	24	11	509
2024-11-18	D4 Tidefront Supplies	426898	14	10	375
2024-11-18	D4 Tidefront Supplies	426896	16	9	373
2024-11-18	D4 Tidefront Supplies	426843	20	12	462
2024-11-18	D3 SignalWorks	426882	30	6	440
2024-11-18	D12 Ember Corp.	426940	18	9	432
2024-11-18	D12 Ember Corp.	426893	34	15	624
2024-11-18	D3 SignalWorks	426983	13	10	357
2024-11-18	D4 Tidefront Supplies	426922	17	13	499
2024-11-18	D11 Harvest Defense Co.	426932	14	10	378
2024-11-18	D11 Harvest Defense Co.	426973	23	13	514
2024-11-18	D4 Tidefront Supplies	426915	29	11	514
2024-11-18	D3 SignalWorks	426848	20	9	381
2024-11-18	D12 Ember Corp.	426844	8	11	351
2024-11-19	D12 Ember Corp.	426993	24	14	526
2024-11-19	D4 Tidefront Supplies	427096	24	15	541
2024-11-19	D12 Ember Corp.	427033	17	12	420
2024-11-19	D11 Harvest Defense Co.	427004	17	7	373
2024-11-19	D4 Tidefront Supplies	426995	26	8	426
2024-11-19	D12 Ember Corp.	427049	11	7	291
2024-11-19	D12 Ember Corp.	427016	23	13	482
2024-11-19	D4 Tidefront Supplies	427131	20	8	372
2024-11-19	D4 Tidefront Supplies	426991	12	13	435
2024-11-19	D3 SignalWorks	427086	21	4	331
2024-11-19	D12 Ember Corp.	427107	26	16	594
2024-11-19	D3 SignalWorks	427038	18	10	460
2024-11-19	D11 Harvest Defense Co.	427065	22	7	387
2024-11-19	D4 Tidefront Supplies	427003	18	8	368
2024-11-19	D11 Harvest Defense Co.	427082	19	13	458
2024-11-19	D12 Ember Corp.	427039	21	3	300
2024-11-19	D4 Tidefront Supplies	427089	13	10	361
2024-11-19	D4 Tidefront Supplies	426996	18	11	453
2024-11-19	D12 Ember Corp.	427068	19	10	423
2024-11-19	D4 Tidefront Supplies	427007	18	14	512
2024-11-19	D12 Ember Corp.	427066	20	8	405
2024-11-19	D4 Tidefront Supplies	427014	22	10	474
2024-11-19	D12 Ember Corp.	427053	20	7	384
2024-11-19	D4 Tidefront Supplies	427083	17	8	349
2024-11-19	D4 Tidefront Supplies	427128	17	10	433
2024-11-19	D3 SignalWorks	427073	25	9	431
2024-11-19	D11 Harvest Defense Co.	427020	9	8	316
2024-11-19	D3 SignalWorks	427072	16	10	403
2024-11-19	D3 SignalWorks	427043	30	17	635
2024-11-19	D11 Harvest Defense Co.	427110	6	10	314
2024-11-19	D11 Harvest Defense Co.	427076	14	10	361
2024-11-19	D12 Ember Corp.	427036	7	5	227
2024-11-19	D3 SignalWorks	427080	20	8	385
2024-11-19	D4 Tidefront Supplies	427017	20	9	390
2024-11-19	D12 Ember Corp.	427074	24	6	379
2024-11-19	D12 Ember Corp.	426994	26	7	386
2024-11-19	D4 Tidefront Supplies	427133	15	10	377
2024-11-19	D4 Tidefront Supplies	427028	33	8	451
